offset,length,type,name,text,translation
0x001DB58F,90,P,,もしかしたら２人の声援が、生死を彷徨っていたゆきなちゃんを元気づけてくれたのかもしれない。,
0x001DB629,28,P,ゆきな,「………………………………」,
0x001DB693,38,P,,「お兄ちゃん……お兄ちゃんいる……？」,
0x001DB6D2,14,P,聖哉,「えっ……？」,
0x001DB74D,30,P,ゆきな,「あ、いた……お兄ちゃん……」,
0x001DB784,30,P,聖哉,「うん、僕はここにいるよ……」,
0x001DB7BB,32,P,聖哉,「それで……何、ゆきなちゃん？」,
0x001DB7FC,54,P,ゆきな,「あのね……ゆきな、お兄ちゃんにお話することがあるの」,
0x001DB84B,20,P,聖哉,「えっ、僕に……？」,
0x001DB880,12,P,ゆきな,「うん……」,
0x001DB8AD,60,P,ゆきな,「前にゆきな、ここにカッパさんがいるって言ったでしょ……？」,
0x001DB902,12,P,聖哉,「うん……」,
0x001DB92F,50,P,ゆきな,「あのとき、お兄ちゃん信じてくれなかったけど……」,
0x001DB982,20,P,ゆきな,「でも……ほら……」,
0x001DB9AF,22,P,聖哉,「えっ、まさか……？」,
0x001DBA32,48,P,ゆきな,「ゆきなのこと……カッパさん助けてくれたよ……」,
0x001DBA7B,42,P,聖哉,「カッパさんが……ゆきなちゃんの事を……」,
0x001DBAB5,66,P,,ニコッと微笑みながら、楽しそうな口調でその話をするゆきなちゃん……,
0x001DBB10,28,P,聖哉,「………………………………」,
0x001DBB45,40,P,聖哉,「それじゃ今度、お礼を言わなきゃね……」,
0x001DBB86,46,P,聖哉,「ゆきなちゃんを助けてくれた……カッパさんに」,
0x001DBC21,62,P,ゆきな,「そのとき……お兄ちゃん、ゆきなといっしょに来てくれる……？」,
0x001DBC78,52,P,聖哉,「もちろん。僕もそのカッパさんに、お礼が言いたいし」,
0x001DBCCD,16,P,ゆきな,「……ほんと？」,
0x001DBCF6,54,P,聖哉,「ゆきなちゃんを助けてくれたカッパさんだもん、当然さ」,
0x001DBD6C,12,P,ゆきな,「うん……」,
0x001DBDC6,32,P,ゆきな,「ありがとう……お兄ちゃん……」,
0x001DBEAE,16,P,早知,「あっ……！？」,
0x001DBECE,56,P,,いきなり驚いた声をあげると、立ち上がって湖を指差す早知。,
0x001DBF50,26,P,清貴,「どうしたんだ、早知！？」,
0x001DBFA4,44,P,早知,「う、うん……あの辺りに誰かいたような……」,
0x001DC008,40,P,清貴,「えっ……？　別に何も見えないけど……」,
0x001DC06A,64,P,早知,「あれぇ、おかしいなぁ……確かに緑色の何かが見えたんだけど……」,
0x001DC0F3,28,P,聖哉,「………………………………」,
0x001DC11F,56,P,,夜の湖面は真っ暗で、はっきりと見えたわけじゃないけど……,
0x001DC167,16,P,,あれはきっと……,
0x001DC187,76,P,,きっとゆきなちゃんを助けてくれた天門沼のカッパが、様子を見に来てくれたんだ。,
0x001DC1E3,82,P,,……ゆきなちゃんのあの話を真に受けたなんて、人に話したら笑われるかもしれないけど。,
0x001DC245,64,P,,でもゆきなちゃんが信じるなら、僕もそれを信じない訳にはいかない。,
0x001DC295,51,P,,天門沼には、親切なカッパさんがいるんだってこ~と……,
0x001DC312,28,P,鈴音,「………………………………」,
0x001DC368,48,P,鈴音,「こんな極東の島国に、まだ残ってたのですね……」,
0x001DC3B1,26,P,聖哉,「えっ……何、鈴音さん？」,
0x001DC40B,38,P,鈴音,「……いいえ、なんでもございませんわ」,
0x001DC47A,20,P,,それから暫くして……,
0x001DC49E,66,P,,土間が呼んだ救急車が天門沼へ到着し、ゆきなちゃんは病院に運ばれた。,
0x001DC4F0,64,P,,ゆきなちゃんは思った以上に元気で、自分で歩けると言っていたけど。,
0x001DC540,53,P,,逆に周りが心配して、無理矢理担架に寝かせたりし~て……,
0x001DC585,56,P,,今晩はこのまま１日入院して、明日病院で検査をするらしい。,
0x001DC5CD,82,P,,一緒に駆けつけてくれた救急隊員は、これだけ元気なら大丈夫だと太鼓判を押してくれた。,
0x001DC62F,22,P,,…………………………。,
0x001DC655,24,P,,今日は色々あったけど……,
0x001DC67D,46,P,,とにかくゆきなちゃんが無事で、本当によかった。,
0x001DC6E9,28,P,聖哉,「………………………………」,
0x001DC715,54,P,,ゆきなちゃんを見送るため、もう一度救急車を振り返ると。,
0x001DC75B,68,P,,担架で運ばれるその腕の中には、さんぺーがぎゅっと抱きしめられていた。,
0x001DC7D9,28,P,聖哉,「ありがとう、さんぺー……」,
0x001DC882,16,P,,……そして翌日。,
0x001DC8A2,80,P,,僕たちはみんなで駅前に集まり、天門坂病院にゆきなちゃんのお見舞いに行く事にした。,
0x001DC957,46,P,早知,「ゆきなちゃんのお見舞い、何買って行こうか？」,
0x001DC9DD,53,P,七海,「うーん、ゆきなちゃんの好きなものって何だろう~ね？」,
0x001DCA72,50,P,六夏,「ゆきなちゃんと言えば、もちろんカッパさんです！」,
0x001DCAFE,53,P,清貴,「そっか、じゃあデパートでカッパでも買って行く~か！」,
0x001DCB6D,62,P,早知,「カッパって……キヨ君、そんなもの売ってるわけないでしょ！？」,
0x001DCBE3,94,P,六夏,「じゃあケーキ屋さんで、ケーキにカッパさんの絵を描いてもらう……というのはどうでしょうか！？」,
0x001DCC9F,30,P,七海,「うんそれ、ナイスアイデア！」,
0x001DCCEE,86,P,,僕たちは途中ケーキ屋に立ち寄って、無理言ってケーキにカッパのイラストを描いてもらい……,
0x001DCD54,50,P,,その足で、ゆきなちゃんの入院する病院へと向かった。,
0x001DCDEC,16,P,,病室に入ると……,
0x001DCE48,30,P,ゆきな,「あ、お兄ちゃんたちだ……！」,
0x001DCE7F,50,P,,いきなり、元気そうなゆきなちゃんが出迎えてくれた。,
0x001DCECA,48,P,聖哉,「あれ？　ゆきなちゃん、もう歩いて大丈夫なの？」,
0x001DCF6E,32,P,ゆきな,「うん、ゆきな、もう元気だよ！」,
0x001DCFA7,24,P,聖哉,「そっか、よかった……」,
0x001DCFFD,70,P,ゆきな,「なのにね、まだけんさするんだって。だからまだ、退院できないの………」,
0x001DD09D,34,P,七海,「退院は、いつ頃になりそうなの？」,
0x001DD11B,72,P,水希,「もう少し様子を見て、このまま何もなければ火曜日には……ってお医者様が」,
0x001DD1C3,84,P,清貴,「えっ？　それじゃゆきなちゃん、もう夏休みまで学校行かなくていいんだ。いいなぁ……」,
0x001DD275,40,P,早知,「じゃあ、キヨ君も天門沼で溺れてみる？」,
0x001DD2D7,42,P,清貴,「えっ……？　それは勘弁してくれ、早知！」,
0x001DD381,42,P,六夏,「あっ、これゆきなちゃんへのお見舞いです」,
0x001DD3E7,22,P,ゆきな,「ん？　なーに……？」,
0x001DD435,42,P,六夏,「それは開けてみてからのお楽しみですぅ♪」,
0x001DD54A,62,P,,六夏先輩から受け取った箱を、不思議そうに見つめるゆきなちゃん。,
0x001DD5A8,51,P,,包装を綺麗に剥がし、小さな紙箱の上蓋を開ける~と……,
0x001DD621,30,P,ゆきな,「あっ……！　カッパさん！！」,
0x001DD67B,44,P,六夏,「はーい、カッパさんのケーキなのですぅー♪」,
0x001DD6E3,56,P,七海,「ははは、なんか六夏、ゆきなちゃんとは気が合いそうだね」,
0x001DD72B,60,P,,七海先輩の鋭い突っ込みに、みんなの笑い声が病室にどっと響く。,
0x001DD780,28,P,聖哉,「………………………………」,
0x001DD7AC,46,P,,この１ヶ月の間、本当に色々な事があったけど……,
0x001DD7EA,44,P,,ゆきなちゃんが、こんなに笑う日が来るなんて。,
0x001DD826,74,P,,第四校舎の廊下で、ゆきなちゃんと初めて出逢った時には想像できなかったな……,
0x001DD889,28,P,聖哉,「………………………………」,
0x001DD94F,62,P,,今日も放課後みんなで集まり、ゆきなちゃんのお見舞いへと向かう。,
0x001DD9E7,55,P,清貴,「あれ。七海先輩どうしたんですか、ニヤニヤし~ちゃって」,
0x001DDA78,22,P,七海,「ん？　そう見える？」,
0x001DDAEA,34,P,早知,「何かいいこと、あったんですか？」,
0x001DDB48,38,P,七海,「それは、病院についてからのお楽しみ」,
0x001DDB7E,53,P,,なんだか嬉しそうな七海先輩。なんかあったのか~なぁ……,
0x001DDC01,12,P,鈴音,「ふふふっ」,
0x001DDC1D,44,P,,七海先輩の話に、僕の横でほくそ笑む鈴音さん。,
0x001DDC62,44,P,聖哉,「どうして、すずねちゃんまで付いてくるの？」,
0x001DDCC6,46,P,鈴音,「だってすずね、ゆきなちゃんとお友達だもん！」,
0x001DDD04,64,P,,みんながいる手前、すっかりすずねちゃんになりきっている鈴音さん。,
0x001DDD54,22,P,,ほんと……よくやるよ。,
0x001DDD8F,60,P,,天門坂病院に到着すると、ゆきなちゃんの入院する病室を目指す。,
0x001DDDDB,64,P,,千歳さんは午後から早退していたから、一足早く来ている筈だけど……,
0x001DDE73,38,P,早知,「失礼しまーす、ゆきなちゃん、いる？」,
0x001DDEEE,24,P,ゆきな,「あ、お兄ちゃんたち！」,
0x001DDF2E,76,P,,病室に入るなり、ゆきなちゃんがぴょこぴょこと跳ねながら、こちらへやってくる。,
0x001DE001,38,P,水希,「みんな、今日も来てくれたんですか？」,
0x001DE071,94,P,清貴,「ああ。早くゆきなちゃんに良くなってもらって、またダム反対のアイデア練らなきゃいけないからな」,
0x001DE12D,16,P,七海,「ふふふっ……」,
0x001DE188,68,P,,清貴の話を聞いて、口元の緩む七海先輩。やっぱり何かあったのかな……？,
0x001DE228,46,P,早知,「ところで、身体の調子はどう？　ゆきなちゃん」,
0x001DE296,36,P,ゆきな,「うん、ゆきなとってもげんきだよ！」,
0x001DE2F6,68,P,水希,「お医者様の話では、後遺症もないみたいで……明日には退院できるって」,
0x001DE394,42,P,六夏,「そっか、よかったですね、ゆきなちゃん！」,
0x001DE3FA,14,P,ゆきな,「うんっ！！」,
0x001DE464,66,P,七海,「そうそう。今日はゆきなちゃんに、とってもいいおみやげ話があるの」,
0x001DE4E2,22,P,ゆきな,「えっ？　ゆきなに？」,
0x001DE55A,20,P,七海,「うん、実はね……」,
0x001DE5A6,64,P,七海,「どういうわけか、父が天門沼のダム開発計画を取り下げてくれたの」,
0x001DE664,50,P,早知,「それって、もう天門沼はダムにならないってこと？」,
0x001DE6F2,79,P,七海,「うん、正確に言うとね……国の方から中止にした~いって申し出があったんですって」,
0x001DE77D,56,P,清貴,「なるほど。それで七海先輩、ずっとニヤニヤしてたのかぁ」,
0x001DE813,66,P,七海,「ごめんなさいね、どうしてもゆきなちゃんに一番最初に知らせたくて」,
0x001DE88D,58,P,六夏,「天門沼、もう大丈夫だって。よかったですね、ゆきなちゃん」,
0x001DE905,53,P,ゆきな,「うんっ、きっとみずうみのカッパさんもよろこぶ~よ！」,
0x001DE996,22,P,七海,「ついでにもうひとつ」,
0x001DEA0C,62,P,七海,「あの土間っていう奴の会社は父が買収して、あいつはクビだって」,
0x001DEA84,12,P,清貴,「まじ！？」,
0x001DEAEE,62,P,七海,「あいつ、ダムの受注工事でかなりの資金を着服していたらしいの」,
0x001DEB4B,52,P,七海,「ダム建設中止で資料を調べていたら発覚したらしくて」,
0x001DEBE1,68,P,七海,「それで父はもうカンカン。下手したら裁判所に告訴するって言ってたわ」,
0x001DEC89,14,P,早知,「やったあ！」,
0x001DECD3,24,P,六夏,「ざまあ見ろ、ですね♪」,
0x001DECFB,48,P,,七海先輩の口から次々と飛び出す、嬉しい知らせ……,
0x001DED3B,68,P,,なんだか全てが仕組まれたみたいに上手くいきすぎていて、怖いくらいだ。,
0x001DED98,12,P,聖哉,「あっ……」,
0x001DEDB4,53,P,,もしかして、これって本当に仕組まれたことなのか~も……,
0x001DEE02,28,P,聖哉,「………………………………」,
0x001DEE2E,48,P,,そう思いつつ、鈴音さんの表情をちらっと伺うと……,
0x001DEEA6,12,P,鈴音,「ふふふっ」,
0x001DEEC2,62,P,,鈴音さんは不敵な笑みを浮かべながら、僕に一度だけウィンクした。,
0x001DEF31,66,P,,こうして天門沼のダム開発も白紙に戻り、憎き土間の処遇も決まって……,
0x001DEF83,71,P,,僕たちは病院の迷惑も顧みず、夕方遅くまでゆきな~ちゃんを囲んで歓談する。,
0x001DEFEA,44,P,,しかし楽しい時は、瞬く間に過ぎ去るもので……,
0x001DF026,63,P,,気が付くと窓の外が茜色に染まり、寮に戻る時間に~なってしまった。,
0x001DF0CA,62,P,,今日も放課後みんなで集まり、ゆきなちゃんのお見舞いに来ていた。,
0x001DF13B,82,P,,病室で退屈しているゆきなちゃんを楽しませようと、みんなでわいわい色々な話をして……,
0x001DF21D,40,P,六夏,「ゆきなちゃんって、かわいいですぅ～♪」,
0x001DF315,8,P,,ぎゅっ！,
0x001DF33E,12,P,ゆきな,「あうっ！」,
0x001DF3B2,84,P,清貴,「六夏先輩、ゆきなちゃんばっかり抱きしめないで、たまには僕を抱きしめてくださいよ！」,
0x001DF470,46,P,早知,「なに気持ち悪いこと言ってるの、キヨ君……？」,
0x001DF578,34,P,早知,「ぎゅーーーーーーーーーーっ！！」,
0x001DF5E4,46,P,清貴,「いててててて……じょ、冗談だって、早知！！」,
0x001DF6F3,72,P,,「はははは、でも六夏がゆきなちゃんを抱くの……何かに似てると思わない？」,
0x001DF793,55,P,水希,「カッパを抱くゆきなを、栗平先輩が抱いて……~あっ！？」,
0x001DF804,48,P,早知,「親カッパの背中に、子カッパが乗って～って奴？」,
0x001DF870,74,P,六夏,「ち、違いますぅ！　それを言うなら、親ガメの背中に子亀が乗って、ですっ！」,
0x001DF8FB,64,P,,そんな話で盛り上がっているうちに、窓の外が茜色に染まり始まる……,
0x001DF9F4,28,P,六夏,「そろそろ門限の時間ですね」,
0x001DFA70,44,P,清貴,「あーあ、もう今日も終わりか。つまんねぇの」,
0x001DFAFC,44,P,早知,「でも明日学校に行ったら、もう夏休みだよ！」,
0x001DFB64,22,P,清貴,「そういえばそうだな」,
0x001DFBE8,53,P,七海,「うん、私もそろそろインターハイの練習に戻らな~きゃ」,
0x001DFC77,52,P,水希,「すみません城戸崎先輩……色々とご迷惑をおかけして」,
0x001DFD1B,44,P,七海,「気にしないで、私が好きでやったことだから」,
0x001DFD7F,66,P,六夏,「あっ、そうだ。みなさん、七海の大会には応援に来てくださいね～♪」,
0x001DFDFD,12,P,早知,「うんっ！」,
0x001DFE6B,32,P,ゆきな,「ゆきなも、おうえんするねっ！」,
0x001DFEC9,42,P,六夏,「わーい、もうみんな海援隊の一員ですぅ♪」,
0x001DFF2B,62,P,七海,「お、おい、六夏……こんなところでやめてよ、はずかしいな……」,
0x001DFF79,40,P,,そう言って、照れ笑いを浮かべる七海先輩。,
0x001DFFB1,26,P,,そっか、もうすぐ夏休み……,
0x001DFFDB,70,P,,七海先輩の出場する夏の大会に向けて、いよいよ海援隊も本格始動なんだ……,
0x001E0031,26,P,,………………………………。,
0x001E005B,52,P,,ごめん七海先輩、どうやら僕だけ応援に行けそうにない。,
0x001E009F,36,P,,これじゃ海援隊隊員、除名確実だな……,
0x001E010B,28,P,六夏,「さて、そろそろ帰りますか」,
0x001E01A5,50,P,水希,「私も明日の生徒会の準備あるから、一度帰るね……」,
0x001E0215,12,P,ゆきな,「うん……」,
0x001E025B,24,P,水希,「ごめんね、ゆきな……」,
0x001E0292,28,P,水希,「………………………………」,
0x001E0336,70,P,,帰宅の時間も近づき、ゆきなちゃんを１人置いて、みんな病室を後にする……,
0x001E03A5,40,P,,最後に残されたのは、僕とゆきなちゃん……,
0x001E03EE,28,P,ゆきな,「………………………………」,
0x001E0450,18,P,ゆきな,「お兄ちゃん……」,
0x001E047B,34,P,聖哉,「ごめんね、また明日くるから……」,
0x001E04DB,12,P,ゆきな,「うん……」,
0x001E04F7,68,P,,さっきまでの楽しい空気が嘘のように、寂しそうな表情のゆきなちゃん……,
0x001E057D,28,P,ゆきな,「………………………………」,
0x001E05A9,82,P,,このままゆきなちゃんを１人残して帰るのは可哀相だけど、寮の門限もあるし仕方がない。,
0x001E060B,51,P,,そんな事を考えながら、病室を後にしようとする~と……,
0x001E06AC,24,P,七海,「ちょっと待って、厚木」,
0x001E0757,54,P,七海,「お兄ちゃんは、ここでゆきなちゃんの看病してあげてて」,
0x001E07C1,14,P,聖哉,「えっ……？」,
0x001E082D,50,P,六夏,「ゆきなちゃんもひとりじゃ、きっと寂しいですから」,
0x001E0878,28,P,聖哉,「で、でも、寮の門限が……」,
0x001E08F2,55,P,清貴,「門限なら、俺が適当な理由で誤魔化しておいてや~るって」,
0x001E0989,64,P,早知,「お兄ちゃんは、お兄ちゃんらしく、妹ちゃんの面倒を見てなさい！」,
0x001E09E2,18,P,聖哉,「清貴、早知……」,
0x001E0A50,67,P,水希,「ごめんね、厚木君。みんなが、厚木君なら大丈夫~だって言うから……」,
0x001E0ACB,56,P,水希,「もし良かったら……今晩だけゆきなの面倒、見てくれる？」,
0x001E0B1C,16,P,聖哉,「千歳さん……」,
0x001E0B45,28,P,聖哉,「………………………………」,
0x001E0B7A,48,P,聖哉,「……うん。ゆきなちゃんの事は、僕にまかせてよ」,
0x001E0BE8,26,P,水希,「ありがとう、厚木君……」,
0x001E0C4A,75,P,鈴音,「ふふふっ、よかったですわね、お兄さま。ゆきな~ちゃんと２人っきりになれて」,
0x001E0CAE,42,P,聖哉,「す、すずねちゃん、変な事言わないでよ！」,
0x001E0D10,28,P,清貴,「結婚式には呼んでくれよ？」,
0x001E0D45,20,P,聖哉,「き、清貴まで……」,
0x001E0D8A,48,P,,病室に２人っきりで残される、僕とゆきなちゃん……,
0x001E0DCA,46,P,,僕たちはベッドの横に座って、話をする事にした。,
0x001E0E08,72,P,,得意な料理、好きな洋服、よく見るテレビ番組。もちろんカッパについても……,
0x001E0E60,38,P,,それはどれも、他愛ない話だったけど……,
0x001E0E96,81,P,,ゆきなちゃんと一緒にいられるというだけで、僕に~とってはかけがえのない時間だった。,
0x001E0EF7,68,P,,こうしてゆきなちゃんと色々な事を話をしているうちに、夜が更けていく。,
0x001E0F4B,26,P,,………………………………。,
0x001E0F75,20,P,,………………………。,
0x001E0F99,14,P,,………………。,
0x001E0FE1,70,P,,ゆきなちゃんと２人っきりの今日は、あの事を話す最後のチャンスなんだ……,
0x001E1040,28,P,聖哉,「………………………………」,
0x001E1147,48,P,ゆきな,「お兄ちゃんからもらった、カッパさんのバッジね」,
0x001E11B5,64,P,ゆきな,「お姉ちゃんに見せたら、カッパさんだってしんじてくれないの……」,
0x001E120E,50,P,聖哉,「はははは、あのデザインじゃしょうがないかも……」,
0x001E127C,52,P,ゆきな,「でもでも、あのカッパさんもとってもかわいかったよ」,
0x001E12C9,36,P,聖哉,「さんぺーとだと、どっちが可愛い？」,
0x001E1329,22,P,ゆきな,「えっ、さんぺーと？」,
0x001E1381,26,P,ゆきな,「えっと……えっとね……」,
0x001E13DB,30,P,ゆきな,「やっぱり、さんぺーかな……」,
0x001E1421,26,P,,………………………………。,
0x001E144B,76,P,,ゆきなちゃんと２人っきりになれるのは、これが最後のチャンスかもしれないから。,
0x001E14A7,51,P,,言いにくいことだけど、ちゃんと伝えておかない~と……,
0x001E152A,32,P,ゆきな,「もう明日、がっこうおわりだね」,
0x001E1563,12,P,聖哉,「うん……」,
0x001E15AB,50,P,ゆきな,「夏休みになったら、またてんもんぬまに行こうね！」,
0x001E161D,38,P,ゆきな,「カッパさんにも、お礼を言わないと！」,
0x001E165C,12,P,聖哉,「うん……」,
0x001E1691,28,P,聖哉,「………………………………」,
0x001E16C6,26,P,聖哉,「……ねえ、ゆきなちゃん」,
0x001E171C,24,P,ゆきな,「なーに、お兄ちゃん？」,
0x001E174D,14,P,聖哉,「ごめん……」,
0x001E1774,40,P,聖哉,「その約束、果たせないかもしれない……」,
0x001E17D8,14,P,ゆきな,「えっ……？」,
0x001E182C,16,P,ゆきな,「どうして……」,
0x001E1855,62,P,聖哉,「明日、学校が終わったら、ステラ公国に旅立とうと思うんだ……」,
0x001E18CF,16,P,ゆきな,「それって……」,
0x001E191D,53,P,ゆきな,「お兄ちゃんが……王子さまの国に帰るって~こと……？」,
0x001E196B,12,P,聖哉,「うん……」,
0x001E19B3,44,P,ゆきな,「お兄ちゃんが……いなくなっちゃうの……？」,
0x001E1A1D,60,P,ゆきな,「そんなの……いやだよ……ゆきな、お兄ちゃんと別れるの……」,
0x001E1A72,28,P,聖哉,「ごめん、ゆきなちゃん……」,
0x001E1AA7,60,P,聖哉,「だから……ゆきなちゃん、お后候補も今日で卒業にしよう……」,
0x001E1B1F,12,P,ゆきな,「えっ……」,
0x001E1B44,36,P,聖哉,「鈴音さんには僕から言っておくから」,
0x001E1BA4,50,P,ゆきな,「ゆきな……ずっとお兄ちゃんのお后候補がいい……」,
0x001E1BEF,40,P,聖哉,「そう言ってもらえるのは嬉しいけど……」,
0x001E1C30,50,P,聖哉,「だけどこれ以上、ゆきなちゃんに迷惑かけられない」,
0x001E1CA4,82,P,ゆきな,「めいわくなんかじゃないよ、ゆきなも……すきだもん、お兄ちゃんと一緒にいるの……」,
0x001E1D0F,28,P,聖哉,「………………………………」,
0x001E1D44,44,P,聖哉,「今まで……本当にありがとう、ゆきなちゃん」,
0x001E1D89,64,P,聖哉,「終業式まで楽しく過ごせたのは、みんなゆきなちゃんのおかげだよ」,
0x001E1E07,28,P,ゆきな,「………………………………」,
0x001E1E33,62,P,,初めて出逢った時のような、怯えた表情を浮かべるゆきなちゃん……,
0x001E1E81,38,P,,瞬く間に瞳が潤み、溢れた雫が頬を伝う。,
0x001E1EB7,26,P,,………………………………。,
0x001E1EE1,66,P,,……そりゃ僕だって出来る事なら、ゆきなちゃんと別れたくなんかない。,
0x001E1F33,74,P,,だけどゆきなちゃんに迷惑かけながら生きていくなんて、これ以上したくない……,
0x001E1F8D,72,P,,それに鈴音さんの事だ、いつかは僕をステラ公国へ連れて行こうとするだろう。,
0x001E1FE5,30,P,,遅かれ早かれ、別れの時は来る。,
0x001E2013,62,P,,それなら今、スパッとこの関係を終わらせた方がお互いの為なんだ。,
0x001E2084,28,P,聖哉,「ごめん、ゆきなちゃん……」,
0x001E20C1,28,P,ゆきな,「………………………………」,
0x001E20ED,85,P,,僕の決心が固いという事を感じ取ったのか、ゆきな~ちゃんはそれ以上、駄々を言わなかった。,
0x001E2152,68,P,,そして洋服の袖で涙を拭くと、涙で赤くなった瞳で僕をじっと見つめる……,
0x001E21B7,28,P,ゆきな,「………………………………」,
0x001E221F,40,P,ゆきな,「ゆきな……わがまま言ってごめんね……」,
0x001E2260,32,P,聖哉,「ううん……僕の方こそ、ごめん」,
0x001E22A1,28,P,ゆきな,「………………………………」,
0x001E22FF,54,P,ゆきな,「あのね……さいごにひとつだけ、おねがいしてもいい？」,
0x001E234E,16,P,聖哉,「お願い……？」,
0x001E239C,12,P,ゆきな,「うん……」,
0x001E23ED,50,P,ゆきな,「今日の夜だけ……お兄ちゃんに甘えてもいい……？」,
0x001E2438,14,P,聖哉,「えっ……？」,
0x001E2488,14,P,ゆきな,「だめ……？」,
0x001E24AF,20,P,聖哉,「ゆきなちゃん……」,
0x001E24DC,28,P,聖哉,「………………………………」,
0x001E2511,52,P,聖哉,「うん。今日は僕が、ゆきなちゃんの本当のお兄さんだ」,
0x001E2581,24,P,ゆきな,「ほんとに……いいの？」,
0x001E25B2,90,P,聖哉,「うん、その代わり……僕もゆきなちゃんを本当の妹だと思って一杯甘やかすから、覚悟してよ？」,
0x001E2648,62,P,ゆきな,「うんっ、ゆきな、お兄ちゃんにいっぱい、いっぱい甘えるっ！！」,
0x001E26CF,42,P,,こうして、ゆきなちゃんと過ごす最後の夜……,
0x001E2709,62,P,,僕たちは２人で病院の小さなベッドに潜り、一緒に眠ることにした。,
0x001E27D2,30,P,ゆきな,「お兄ちゃん、いいにおい……」,
0x001E2809,40,P,聖哉,「それって、カッパさんのにおいだっけ？」,
0x001E2852,50,P,ゆきな,「うん……カッパさんと同じ、あったかいにおい……」,
0x001E28A5,56,P,ゆきな,「ねえ、お兄ちゃん……ゆきな、もっとそっち行っていい？」,
0x001E28F6,14,P,聖哉,「どうして？」,
0x001E2925,46,P,ゆきな,「ゆきながね、お兄ちゃんをだっこしてあげるの」,
0x001E296C,22,P,聖哉,「さんぺーみたいに？」,
0x001E29BD,51,P,,そう頷いて、僕の方へ擦り寄ってくるゆきなちゃ~ん……,
0x001E2A11,28,P,ゆきな,「お兄ちゃんをだっこしたよ」,
0x001E2A46,12,P,聖哉,「うん……」,
0x001E2A62,70,P,,だっこというよりは、お互い布団の中でくっつき合っている気もするけど……,
0x001E2AB8,74,P,,でも、ゆきなちゃんの小さな腕に抱かれて、なんだかとっても気持ちがよかった。,
0x001E2B23,28,P,ゆきな,「………………………………」,
0x001E2B60,26,P,ゆきな,「あの……お兄ちゃん……」,
0x001E2B93,34,P,聖哉,「どうしたの、ゆきなちゃん……？」,
0x001E2C0D,32,P,ゆきな,「ありがとう……お兄ちゃん……」,
0x001E2C56,28,P,ゆきな,「………………………………」,
0x001E2C93,26,P,ゆきな,「ううん……なんでもない」,
0x001E2CC5,20,P,,それから暫くの間……,
0x001E2CE9,78,P,,僕はゆきなちゃんに抱きしめられたまま、自分の知っているカッパの話をしてあげた。,
0x001E2D50,64,P,聖哉,「それでね、九州にはひょうすべって言う妖怪がいるらしいんだけど」,
0x001E2DB1,20,P,ゆきな,「ひょうすべ……？」,
0x001E2DDE,48,P,聖哉,「うん、その妖怪はカッパによく似た姿なんだって」,
0x001E2E2F,36,P,ゆきな,「カッパさんのおともだちなのかな？」,
0x001E2E6C,38,P,聖哉,「うん、一度見てみたいね、ひょうすべ」,
0x001E2EA2,38,P,,そんな他愛のない話をしているうちに……,
0x001E2F0A,28,P,ゆきな,「………………………………」,
0x001E2F3F,40,P,聖哉,「あれ、どうしたの、ゆきなちゃん……？」,
0x001E2F88,24,P,ゆきな,「すうぅ……すうぅ……」,
0x001E2FB9,28,P,聖哉,「………………………………」,
0x001E2FEE,26,P,聖哉,「寝ちゃったのか…………」,
0x001E3018,26,P,,………………………………。,
0x001E3042,20,P,,………………………。,
0x001E3066,14,P,,………………。,
0x001E3084,50,P,,……こうして僕の日本での最後の夜が、終わっていく。,
0x001E30C6,74,P,,でも日本での最後の夜を、こうしてゆきなちゃんと過ごせるなんて僕は幸せ者だ。,
0x001E3120,50,P,,……こんな幸せな夜をプレゼントしてくれた、みんな。,
0x001E3162,56,P,,そしてゆきなちゃんと出逢うきっかけをくれた、さんぺー……,
0x001E31AA,28,P,,……ほんとうに、ありがとう。,
0x001E31E7,40,P,ゆきな,「すうぅ……お兄ちゃん……だいすき……」,
0x001E3228,28,P,聖哉,「………………………………」,
0x001E32C7,24,P,,そして、次の日の午後……,
0x001E3344,28,P,水希,「ゆきな、荷物はこれだけ？」,
0x001E33BC,8,P,ゆきな,「うん」,
0x001E3404,70,P,,学校が終わった後病室へと戻り、ゆきなちゃんの退院の支度をする千歳さん。,
0x001E345A,74,P,,僕も朝に一度病室を抜け出し、終業式を終えた後に直接学校から戻ってきていた。,
0x001E34F0,59,P,水希,「ごめんね厚木君、こんな事まで手伝ってもらっ~ちゃって……」,
0x001E3544,70,P,聖哉,「ううん、ゆきなちゃんが喜んでくれるなら、このくらいなんでもないって」,
0x001E35C6,30,P,水希,「うん……ありがとう、厚木君」,
0x001E360C,26,P,,………………………………。,
0x001E3636,62,P,,実は朝……学校に行く前に、僕はゆきなちゃんとある話をしていた。,
0x001E3684,99,P,,それは、僕の我が儘……あれから夜通し考えた結論~だったんだけど……ゆきなちゃんは快くＯＫしてくれた。,
0x001E36F7,53,P,,後はこの事を、いつ千歳さんに切り出すかなんだけ~ど……,
0x001E378A,67,P,水希,「もうっ、ゆきな！　遊んでないで、早く着替えを~バッグにしまって！」,
0x001E3887,50,P,水希,「とりあえず先に、実家の方に荷物置きに帰ろうか？」,
0x001E3905,72,P,ゆきな,「ねえお姉ちゃん、ねこきちでウォーターメロン・フローズン食べて行こう？」,
